age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,203,1,-1,0,unknown
35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,failure
31,blue-collar,married,secondary,no,1779,yes,no,unknown,5,jun,85,2,-1,0,unknown
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success
57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,2,-1,0,unknown
36,blue-collar,single,secondary,no,661,yes,no,cellular,11,may,14,8,-1,0,unknown
41,blue-collar,single,primary,no,-206,no,no,unknown,20,jun,342,1,-1,0,unknown
23,student,single,secondary,no,1284,yes,no,unknown,11,jun,327,10,-1,0,unknown
34,blue-collar,married,primary,no,277,yes,no,cellular,17,apr,76,2,-1,0,unknown
47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown
31,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,74,4,-1,0,unknown
48,technician,married,secondary,no,7373,yes,no,unknown,14,may,126,1,-1,0,unknown
59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown
52,management,divorced,tertiary,no,1988,yes,no,cellular,6,may,88,1,299,1,failure
34,admin.,single,tertiary,no,1199,no,no,telephone,18,nov,67,7,-1,0,unknown
52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,-1,0,unknown
41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown
57,retired,married,tertiary,no,1029,no,yes,cellular,8,jul,203,1,-1,0,unknown
40,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,145,1,-1,0,unknown
29,admin.,single,secondary,no,65,yes,no,cellular,14,may,9,6,-1,0,unknown
33,blue-collar,married,primary,no,198,yes,no,unknown,7,may,121,2,-1,0,unknown
29,management,single,tertiary,no,15459,no,no,cellular,26,may,245,3,97,7,success
45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure
59,blue-collar,married,secondary,no,0,no,no,unknown,18,jun,368,1,-1,0,unknown
52,technician,divorced,secondary,no,935,no,no,unknown,1,jul,86,1,-1,0,unknown
33,technician,single,tertiary,no,99,no,no,cellular,22,aug,296,2,-1,0,unknown
29,technician,single,secondary,no,323,no,no,cellular,27,aug,148,2,94,1,other
38,management,married,secondary,no,0,yes,no,unknown,27,may,233,2,-1,0,unknown
33,management,married,secondary,no,-224,yes,no,cellular,14,may,152,2,259,8,other
21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,-1,0,unknown
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown
41,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success
32,management,single,tertiary,no,202,no,no,cellular,4,may,16,5,-1,0,unknown
23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure
36,admin.,divorced,secondary,no,869,yes,no,cellular,14,may,102,1,350,1,failure
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success
55,technician,married,tertiary,no,0,no,no,cellular,17,nov,501,1,-1,0,unknown
24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown
31,management,single,tertiary,no,4319,yes,no,cellular,29,mar,515,2,334,5,failure
46,technician,married,tertiary,no,-369,yes,yes,cellular,6,feb,339,4,-1,0,unknown
34,admin.,married,tertiary,no,79,yes,no,cellular,8,nov,120,2,95,6,success
54,retired,married,tertiary,no,1778,no,no,cellular,14,aug,319,1,268,2,failure
32,blue-collar,married,secondary,no,-39,yes,no,cellular,18,may,104,2,-1,0,unknown
29,blue-collar,married,primary,no,608,yes,no,unknown,9,may,184,2,-1,0,unknown
59,management,married,tertiary,no,1574,no,no,unknown,11,jun,181,1,-1,0,unknown
48,management,married,tertiary,no,879,no,no,cellular,19,nov,136,3,-1,0,unknown
37,services,married,secondary,no,1140,yes,no,cellular,14,may,33,3,-1,0,unknown
29,self-employed,single,tertiary,no,270,yes,no,cellular,15,oct,94,5,274,11,failure
42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown
35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other
46,self-employed,single,secondary,no,526,no,no,cellular,4,aug,326,1,96,3,success
36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown
27,housemaid,married,secondary,no,22,yes,yes,unknown,27,may,88,1,-1,0,unknown
31,blue-collar,married,secondary,no,1914,yes,no,unknown,21,may,192,1,-1,0,unknown
38,management,married,tertiary,no,216,yes,no,unknown,21,may,1307,1,-1,0,unknown
25,blue-collar,married,secondary,no,-102,no,no,cellular,25,jul,466,1,-1,0,unknown
35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown
37,technician,single,secondary,no,-272,no,yes,cellular,20,nov,104,3,139,6,failure
52,technician,married,secondary,no,475,yes,no,cellular,28,jul,121,3,-1,0,unknown
53,management,married,tertiary,no,7249,yes,yes,cellular,19,nov,350,1,-1,0,unknown
31,blue-collar,single,secondary,no,-159,no,yes,telephone,21,nov,49,1,-1,0,unknown
59,blue-collar,married,primary,no,0,yes,yes,cellular,21,aug,140,5,-1,0,unknown
41,management,single,tertiary,no,1373,no,no,cellular,30,jul,81,2,-1,0,unknown
36,management,single,tertiary,no,553,no,no,cellular,11,aug,106,2,-1,0,unknown
41,services,married,secondary,no,4505,yes,no,unknown,14,may,108,2,-1,0,unknown
54,management,married,secondary,no,4816,no,yes,cellular,9,jul,406,1,-1,0,unknown
29,unemployed,married,tertiary,no,53,no,no,cellular,4,feb,128,1,-1,0,unknown
48,management,married,tertiary,no,58,no,yes,cellular,14,jul,102,2,-1,0,unknown
60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,-1,0,unknown
66,retired,married,tertiary,no,3,no,no,cellular,6,aug,550,1,-1,0,unknown
59,management,married,primary,no,252,yes,yes,unknown,26,may,103,2,-1,0,unknown
28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown
36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,445,2,-1,0,unknown
30,management,single,tertiary,no,0,yes,yes,unknown,27,may,350,3,-1,0,unknown
59,technician,married,tertiary,no,883,no,no,cellular,18,sep,1551,1,31,3,failure
46,technician,married,secondary,no,159,no,yes,cellular,11,aug,139,4,-1,0,unknown
30,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,11,6,-1,0,unknown
29,blue-collar,married,secondary,no,659,no,no,telephone,19,nov,401,1,-1,0,unknown
65,retired,married,tertiary,no,162,no,no,cellular,6,aug,280,3,185,2,failure
43,management,married,primary,no,8167,yes,no,telephone,19,nov,202,2,184,2,failure
36,technician,single,primary,no,2169,yes,no,cellular,18,nov,133,2,110,3,other
31,management,single,tertiary,no,220,yes,no,cellular,4,nov,257,2,184,2,failure
38,blue-collar,divorced,secondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure
39,blue-collar,married,secondary,no,1554,yes,no,unknown,13,may,378,1,-1,0,unknown
36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,2,failure
46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown
35,entrepreneur,married,primary,yes,25,no,yes,cellular,7,jul,236,1,-1,0,unknown
27,admin.,single,secondary,no,4590,yes,no,cellular,13,aug,75,1,442,2,failure
29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,-1,0,unknown
29,technician,single,tertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure
44,blue-collar,married,primary,no,2467,yes,no,unknown,15,may,36,1,-1,0,unknown
31,management,married,tertiary,no,3739,no,no,cellular,11,aug,117,3,-1,0,unknown
52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown
44,technician,married,secondary,no,7863,no,no,cellular,26,aug,59,6,-1,0,unknown
43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,-1,0,unknown
43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure
54,blue-collar,married,primary,no,3170,yes,no,unknown,27,may,62,4,-1,0,unknown
46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,11,-1,0,unknown
60,retired,married,secondary,no,2586,no,no,unknown,6,jun,150,4,-1,0,unknown
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown
40,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,595,2,-1,0,unknown
46,technician,married,tertiary,no,217,yes,no,cellular,14,may,141,1,346,2,other
26,admin.,single,secondary,no,685,no,no,cellular,5,feb,388,1,-1,0,unknown
31,blue-collar,married,secondary,no,812,yes,no,cellular,23,sep,245,1,-1,0,unknown
35,admin.,married,secondary,no,3187,yes,no,unknown,20,may,71,1,-1,0,unknown
32,management,married,tertiary,no,1923,no,no,cellular,19,nov,75,1,-1,0,unknown
59,retired,married,primary,no,1085,no,no,unknown,16,jun,191,1,-1,0,unknown
30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1051,1,-1,0,unknown
32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown
37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown
41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown
27,admin.,single,secondary,no,-34,no,yes,cellular,21,jul,171,2,-1,0,unknown
33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown
29,technician,single,secondary,no,382,no,no,cellular,27,aug,64,3,202,3,other
32,management,married,tertiary,no,1402,no,no,unknown,1,jun,52,1,557,2,failure
31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861,2,-1,0,unknown
45,blue-collar,married,secondary,no,13156,no,no,cellular,21,aug,62,4,-1,0,unknown
34,management,single,tertiary,no,0,no,no,cellular,21,aug,129,4,-1,0,unknown
39,management,divorced,tertiary,no,5988,yes,yes,cellular,6,aug,225,2,-1,0,unknown
37,services,married,secondary,no,381,yes,no,cellular,15,apr,332,2,-1,0,unknown
60,management,single,tertiary,no,2190,no,no,cellular,11,aug,601,2,-1,0,unknown
35,management,married,tertiary,no,1650,no,no,cellular,8,aug,885,5,-1,0,unknown
51,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,322,2,-1,0,unknown
33,technician,married,secondary,no,390,yes,no,cellular,8,aug,151,2,-1,0,unknown
48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown
36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown
38,services,married,secondary,no,0,yes,yes,cellular,11,jul,184,2,-1,0,unknown
57,technician,married,unknown,no,2610,no,no,telephone,3,feb,258,2,-1,0,unknown
22,management,single,tertiary,no,760,no,no,telephone,7,dec,6,1,-1,0,unknown
47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other
28,technician,single,tertiary,no,3623,no,no,cellular,3,jun,138,2,85,1,success
60,retired,married,secondary,no,-222,no,no,cellular,17,jul,82,2,-1,0,unknown
33,unknown,single,secondary,no,1522,no,yes,cellular,19,nov,966,1,-1,0,unknown
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown
31,management,married,tertiary,no,1514,no,no,cellular,12,aug,284,2,-1,0,unknown
42,management,married,tertiary,no,7,no,no,cellular,20,aug,582,7,-1,0,unknown
45,technician,divorced,secondary,no,1309,yes,no,unknown,2,jun,144,2,-1,0,unknown
36,management,married,tertiary,no,0,yes,no,cellular,22,jul,99,1,-1,0,unknown
28,admin.,single,secondary,no,596,yes,no,unknown,6,jun,151,6,-1,0,unknown
55,management,divorced,tertiary,no,25,no,no,unknown,16,jun,404,3,-1,0,unknown
34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown
34,technician,married,secondary,no,260,yes,no,cellular,17,apr,20,2,238,2,failure
48,technician,married,secondary,no,71,no,no,unknown,20,jun,524,4,-1,0,unknown
31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown
51,technician,married,secondary,no,1113,no,yes,cellular,8,aug,391,4,-1,0,unknown
42,blue-collar,married,primary,no,159,yes,no,telephone,12,may,295,3,-1,0,unknown
26,management,single,tertiary,no,170,no,no,cellular,2,oct,160,2,109,1,success
57,management,married,tertiary,no,4185,yes,no,telephone,25,jul,394,2,-1,0,unknown
37,technician,married,secondary,no,1633,yes,no,unknown,19,may,229,3,-1,0,unknown
47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown
57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,unknown
59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,-1,0,unknown
37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure
30,blue-collar,single,secondary,no,567,yes,no,cellular,28,jul,317,5,-1,0,unknown
52,management,single,tertiary,no,2290,no,no,cellular,30,apr,195,2,268,2,other
32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,-1,0,unknown
33,technician,single,secondary,no,5214,yes,no,cellular,7,may,293,2,-1,0,unknown
32,services,married,secondary,no,605,yes,no,cellular,30,jan,164,1,-1,0,unknown
59,retired,married,tertiary,no,0,no,no,cellular,26,aug,94,2,-1,0,unknown
35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,feb,357,1,-1,0,unknown
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success
27,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82,1,-1,0,unknown
30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,143,2,-1,0,unknown
46,blue-collar,married,primary,no,0,yes,no,unknown,14,may,73,1,-1,0,unknown
33,blue-collar,married,tertiary,no,6138,yes,no,cellular,19,nov,384,1,183,1,failure
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,21,nov,567,1,184,1,other
34,technician,married,secondary,no,508,no,no,cellular,30,jan,795,1,-1,0,unknown
47,services,married,secondary,no,137,no,no,unknown,12,jun,112,1,-1,0,unknown
33,admin.,married,secondary,no,0,yes,no,cellular,21,nov,57,6,-1,0,unknown
56,blue-collar,divorced,primary,no,285,no,yes,cellular,20,nov,73,1,-1,0,unknown
60,retired,married,secondary,no,1420,yes,yes,unknown,6,jun,39,4,-1,0,unknown
48,admin.,divorced,secondary,no,771,yes,no,unknown,2,jun,133,1,-1,0,unknown
59,blue-collar,divorced,primary,no,867,yes,no,cellular,24,jul,120,1,-1,0,unknown
53,retired,divorced,secondary,no,-172,yes,yes,cellular,17,apr,66,1,-1,0,unknown
36,self-employed,married,secondary,no,14,yes,yes,cellular,11,may,210,1,-1,0,unknown
36,blue-collar,divorced,primary,no,553,no,no,unknown,17,jun,19,4,-1,0,unknown
35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433,2,-1,0,unknown
44,blue-collar,married,primary,no,0,yes,yes,cellular,21,nov,32,2,116,3,other
59,unemployed,married,tertiary,no,279,no,no,unknown,20,jun,41,1,-1,0,unknown
64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown
58,blue-collar,married,primary,no,66,yes,no,cellular,15,may,184,4,-1,0,unknown
34,blue-collar,married,primary,no,7673,yes,no,cellular,18,nov,143,1,-1,0,unknown
41,unemployed,married,secondary,no,5608,no,no,cellular,9,feb,64,2,-1,0,unknown
27,management,single,tertiary,no,6791,no,no,cellular,24,jun,136,5,94,30,failure
61,management,married,secondary,no,544,no,no,cellular,29,dec,63,3,200,9,success
22,student,single,secondary,no,330,yes,no,cellular,18,may,105,1,-1,0,unknown
47,admin.,married,secondary,no,707,yes,no,cellular,29,apr,152,3,-1,0,unknown
30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,-1,0,unknown
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown
33,admin.,single,secondary,no,303,no,no,unknown,8,may,149,1,-1,0,unknown
53,technician,married,tertiary,no,395,no,no,cellular,3,jun,107,1,-1,0,unknown
51,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,392,2,-1,0,unknown
26,management,married,tertiary,no,3360,yes,no,cellular,29,jan,774,1,-1,0,unknown
52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown
45,blue-collar,married,secondary,no,1778,yes,no,unknown,29,may,48,5,-1,0,unknown
45,management,married,tertiary,no,2022,no,no,unknown,30,may,340,1,-1,0,unknown
37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown
71,retired,married,secondary,no,1696,no,no,cellular,6,oct,486,1,-1,0,unknown
50,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,97,2,-1,0,unknown
37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure
34,unknown,single,secondary,no,859,no,no,cellular,28,jan,829,1,-1,0,unknown
55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown
46,technician,married,secondary,no,0,no,no,telephone,20,apr,173,2,-1,0,unknown
31,management,single,tertiary,no,147,no,no,cellular,13,sep,81,3,96,5,success
44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown
31,management,single,tertiary,no,596,no,no,cellular,17,dec,184,6,196,2,failure
54,technician,single,tertiary,no,3233,no,no,unknown,20,jun,17,3,-1,0,unknown
35,blue-collar,married,secondary,no,1397,yes,no,cellular,28,jul,114,4,-1,0,unknown
28,admin.,single,secondary,no,710,yes,yes,unknown,4,jun,341,2,-1,0,unknown
38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,227,1,-1,0,unknown
47,technician,divorced,secondary,no,22,no,no,cellular,18,may,17,6,-1,0,unknown
43,services,single,tertiary,no,553,no,no,cellular,11,may,323,1,-1,0,unknown
30,blue-collar,married,secondary,no,-269,yes,no,unknown,27,may,293,2,-1,0,unknown
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure
54,management,married,tertiary,no,0,no,no,cellular,5,aug,214,3,-1,0,unknown
27,admin.,single,secondary,no,3629,no,no,cellular,16,jun,66,1,-1,0,unknown
33,blue-collar,married,secondary,no,0,no,no,unknown,7,may,107,1,-1,0,unknown
37,services,divorced,secondary,no,239,yes,no,unknown,23,may,140,2,-1,0,unknown
38,admin.,single,secondary,no,623,yes,yes,unknown,29,may,44,1,-1,0,unknown
59,blue-collar,married,secondary,no,104,yes,no,unknown,2,jun,92,5,-1,0,unknown
35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure
45,blue-collar,married,primary,no,1691,yes,no,unknown,14,may,57,1,-1,0,unknown
54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,39,1,-1,0,unknown
29,admin.,single,secondary,no,-37,yes,no,cellular,8,jul,21,35,-1,0,unknown
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,unknown
23,management,single,tertiary,no,906,no,no,cellular,30,jul,160,3,-1,0,unknown
42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown
36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown
47,blue-collar,married,unknown,no,733,yes,no,unknown,7,may,268,1,-1,0,unknown
30,services,single,secondary,no,190,no,no,cellular,21,nov,312,1,-1,0,unknown
32,self-employed,single,tertiary,no,46,yes,no,cellular,14,jun,485,2,-1,0,unknown
61,retired,divorced,secondary,no,1761,no,no,cellular,7,dec,334,3,-1,0,unknown
36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure
30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure
35,admin.,married,secondary,no,449,yes,no,cellular,17,jul,43,8,-1,0,unknown
26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,4,failure
56,technician,married,primary,no,314,yes,yes,cellular,30,jan,108,2,2,5,other
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success
37,management,married,unknown,no,247,no,no,cellular,2,feb,192,2,208,1,failure
29,admin.,single,secondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure
44,admin.,married,tertiary,no,6485,no,no,cellular,27,aug,85,19,-1,0,unknown
33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown
53,technician,divorced,secondary,no,2156,yes,no,cellular,23,jul,671,4,-1,0,unknown
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown
53,blue-collar,married,primary,no,225,no,no,cellular,18,jul,171,7,-1,0,unknown
47,management,married,tertiary,no,3158,yes,no,unknown,14,may,282,1,-1,0,unknown
30,blue-collar,married,secondary,no,2150,yes,no,unknown,23,may,465,4,-1,0,unknown
35,management,married,secondary,no,2311,yes,no,cellular,5,may,659,1,167,1,failure
30,unemployed,single,tertiary,no,463,no,no,cellular,22,aug,374,4,-1,0,unknown
31,technician,married,secondary,yes,-367,yes,no,cellular,18,jul,474,2,-1,0,unknown
47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,-1,0,unknown
30,services,single,secondary,no,399,yes,yes,unknown,23,may,158,3,-1,0,unknown
58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure
50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure
31,blue-collar,single,secondary,no,-161,no,no,cellular,11,jul,196,2,-1,0,unknown
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown
36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,367,4,other
52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,7,-1,0,unknown
32,technician,married,unknown,no,102,yes,no,unknown,21,may,12,11,-1,0,unknown
40,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,4,-1,0,unknown
51,entrepreneur,married,tertiary,no,-267,yes,no,cellular,9,jul,42,1,-1,0,unknown
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other
36,blue-collar,single,primary,no,2491,no,yes,unknown,17,jun,168,2,-1,0,unknown
44,admin.,married,secondary,no,132,no,no,cellular,21,dec,103,5,124,4,success
32,blue-collar,married,secondary,no,99,yes,no,cellular,15,may,166,2,-1,0,unknown
58,retired,divorced,secondary,no,0,no,no,unknown,17,jun,436,5,-1,0,unknown
36,services,married,secondary,no,211,yes,no,unknown,9,may,93,2,-1,0,unknown
30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown
31,management,single,tertiary,no,3,no,no,cellular,4,feb,406,2,-1,0,unknown
26,student,single,secondary,no,1164,no,no,cellular,9,jul,116,1,301,1,other
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,other
34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown
52,housemaid,divorced,primary,no,1697,no,no,unknown,20,jun,153,1,-1,0,unknown
35,self-employed,single,tertiary,no,-30,no,no,cellular,4,feb,218,2,-1,0,unknown
30,blue-collar,single,secondary,no,1165,yes,no,cellular,18,may,365,2,-1,0,unknown
29,blue-collar,single,secondary,no,-167,yes,no,unknown,4,jun,361,1,-1,0,unknown
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure
35,unemployed,single,secondary,no,947,yes,no,unknown,26,may,140,2,-1,0,unknown
36,blue-collar,married,secondary,no,753,yes,no,unknown,12,jun,351,1,-1,0,unknown
60,self-employed,married,secondary,no,546,no,no,cellular,4,aug,428,2,-1,0,unknown
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success
42,blue-collar,married,primary,no,161,yes,no,unknown,20,jun,365,3,-1,0,unknown
49,services,married,secondary,yes,-249,no,no,cellular,29,jul,234,5,-1,0,unknown
57,unemployed,married,secondary,no,1681,no,no,cellular,18,nov,226,1,-1,0,unknown
44,admin.,single,secondary,no,-84,yes,no,unknown,8,may,32,3,-1,0,unknown
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171,15,-1,0,unknown
53,management,married,tertiary,no,0,yes,no,cellular,14,jul,85,3,-1,0,unknown
31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown
37,management,married,secondary,no,66,yes,no,cellular,20,nov,86,1,-1,0,unknown
59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown
31,blue-collar,married,secondary,no,1981,yes,no,cellular,16,apr,198,1,268,2,failure
32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,1,-1,0,unknown
32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown
44,entrepreneur,married,secondary,no,860,yes,yes,cellular,6,may,96,2,295,5,failure
48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,-1,0,unknown
52,blue-collar,married,primary,no,-63,yes,no,unknown,26,may,560,4,-1,0,unknown
30,management,divorced,tertiary,no,317,no,no,cellular,12,aug,72,2,-1,0,unknown
30,blue-collar,married,primary,no,0,yes,no,cellular,6,may,239,2,-1,0,unknown
55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown
31,management,single,tertiary,no,12607,no,no,cellular,22,may,150,1,-1,0,unknown
44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown
41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,unknown
59,technician,married,secondary,no,0,no,no,cellular,29,aug,62,2,-1,0,unknown
27,admin.,married,secondary,no,953,yes,no,unknown,26,may,340,2,-1,0,unknown
60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown
30,services,single,secondary,no,695,yes,no,unknown,20,may,203,1,-1,0,unknown
36,management,married,tertiary,no,900,yes,no,unknown,15,may,475,2,-1,0,unknown
53,services,divorced,primary,no,0,no,yes,cellular,8,jul,206,1,-1,0,unknown
49,technician,married,secondary,no,-142,yes,yes,cellular,23,jul,73,4,-1,0,unknown
31,management,single,tertiary,no,291,yes,no,cellular,15,may,48,1,-1,0,unknown
35,management,married,tertiary,no,2088,yes,no,cellular,12,aug,94,1,51,3,failure
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown
55,self-employed,divorced,secondary,no,148,no,no,unknown,17,jun,847,3,-1,0,unknown
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown
52,technician,married,secondary,no,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown
38,technician,married,secondary,no,976,yes,no,cellular,18,may,32,8,308,3,success
33,services,married,secondary,no,-27,yes,no,cellular,18,jul,216,2,-1,0,unknown
45,blue-collar,single,secondary,no,3727,no,no,cellular,6,oct,572,1,-1,0,unknown
45,services,divorced,secondary,no,343,yes,no,cellular,5,may,301,2,-1,0,unknown
36,management,single,tertiary,no,1804,no,no,cellular,7,may,170,1,366,1,other
40,management,married,secondary,no,4025,yes,no,cellular,21,nov,139,2,129,4,failure
49,blue-collar,married,primary,no,364,no,no,cellular,4,aug,134,1,-1,0,unknown
43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown
49,technician,divorced,secondary,no,95,yes,no,cellular,8,may,90,1,-1,0,unknown
36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,176,4,-1,0,unknown
